sample_id,label,timestep,flex1,flex2,flex3,flex4,flex5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1,salam,0,4023,3402,3759,3591,3716,2524,430,-1632,320,-50,47
1,salam,1,4028,3407,3757,3594,3688,3723,-45,-1762,-10,74,-1
1,salam,2,4024,3401,3749,3593,3675,3558,184,-1905,-527,57,67
1,salam,3,4024,3385,3810,3603,3669,3523,-150,-1787,-839,261,160
1,salam,4,4021,3382,3754,3599,3677,4519,1392,-2876,-2703,176,-375
1,salam,5,4023,3392,3727,3593,3677,4883,2778,-3392,-1217,-1617,-1890
1,salam,6,4014,3391,3731,3589,3677,3647,2865,-2998,120,-2079,-2367
1,salam,7,4012,3391,3719,3567,3685,2253,3268,-2765,379,-2247,-2729
1,salam,8,4015,3383,3717,3561,3673,958,2433,-2066,11,-2207,-3164
1,salam,9,4009,3383,3721,3559,3673,-496,2030,-1852,145,-1335,-3245
1,salam,10,4005,3380,3747,3561,3675,-1627,604,-1925,316,-1094,-2873
1,salam,11,3999,3367,3773,3553,3706,-2189,-123,-2142,452,-1029,-2336
1,salam,12,3995,3371,3766,3546,3688,-2651,-869,-1286,-73,-950,-1906
1,salam,13,4006,3347,3755,3535,3701,-2947,-2483,-754,1155,-227,-674
1,salam,14,3993,3343,3704,3545,3709,-3112,-1077,-1338,-464,113,-138
1,salam,15,3966,3327,3687,3531,3689,-3144,-1783,-1354,297,-68,-53
1,salam,16,3979,3315,3696,3516,3679,-3354,-1647,-1286,-84,31,3
1,salam,17,3965,3308,3701,3513,3678,-3384,-1629,-1317,54,35,-19
1,salam,18,3966,3306,3700,3518,3676,-3250,-1645,-1282,1,82,-6
1,salam,19,3987,3307,3684,3513,3675,-3266,-1704,-1377,-47,61,42
2,apni,0,4083,3545,3888,3674,3668,3885,307,-1431,-358,34,-36
2,apni,1,4088,3560,3877,3685,3672,3678,-421,-1609,-324,271,-74
2,apni,2,4091,3549,3864,3675,3663,1470,-317,-2261,-51,-246,-406
2,apni,3,4089,3541,3860,3673,3671,4592,1197,-2338,-829,-574,-1258
2,apni,4,4088,3571,3861,3675,3708,4097,2847,-2846,-1675,-1411,-2421
2,apni,5,4095,3629,3871,3669,3799,2483,4176,-2048,-1289,-961,-3469
2,apni,6,4095,3699,3924,3655,3800,1184,3986,-1789,-1449,78,-4564
2,apni,7,4095,3760,4015,3563,3807,-705,3211,-713,-315,222,-3973
2,apni,8,4095,3797,4043,3495,3805,-2694,98,-198,-1241,860,-792
2,apni,9,4095,3774,4024,3493,3831,822,1904,-302,222,42,1904
2,apni,10,4095,3771,3991,3471,3817,2379,3955,-770,1146,-446,1171
2,apni,11,4095,3785,4020,3468,3881,246,4302,-535,52,607,-448
2,apni,12,4095,3771,3993,3454,3829,-497,3578,-939,-173,-52,-10
2,apni,13,4095,3770,3988,3449,3827,-320,4056,-710,230,8,98
2,apni,14,4095,3767,3983,3449,3807,-532,3875,-818,91,-132,15
2,apni,15,4095,3765,3987,3433,3820,-500,3869,-839,134,-100,28
2,apni,16,4095,3771,3985,3447,3805,-512,3880,-796,-73,-52,46
2,apni,17,4095,3767,3993,3448,3817,-401,4019,-783,67,-30,-16
2,apni,18,4095,3769,3991,3445,3805,-494,4007,-749,143,88,-14
2,apni,19,4095,3771,3999,3443,3791,-472,4014,-873,-108,46,-65
3,kemon,0,4047,3446,3795,3605,3688,3969,-158,-565,24,130,70
3,kemon,1,4066,3468,3806,3605,3685,4082,-471,-773,411,-234,-7
3,kemon,2,4047,3451,3809,3604,3683,3999,-62,-1430,-976,-68,-270
3,kemon,3,4057,3449,3801,3596,3672,3774,-558,-578,-174,-233,-289
3,kemon,4,4047,3447,3795,3593,3672,4450,-183,-1338,-805,457,-240
3,kemon,5,4044,3443,3788,3595,3672,5537,798,-1927,-796,-864,-1250
3,kemon,6,4040,3437,3775,3593,3674,5009,2078,-2267,-1230,-1337,-2200
3,kemon,7,4052,3431,3781,3591,3687,3124,3890,-2195,-1358,-754,-3058
3,kemon,8,4031,3403,3773,3573,3700,2084,4170,-1623,-766,87,-4070
3,kemon,9,4024,3386,3751,3561,3710,382,2577,-239,685,1235,-4040
3,kemon,10,4015,3375,3783,3559,3735,-1770,1022,140,907,1160,-2695
3,kemon,11,4012,3365,3749,3555,3719,-804,823,204,-1480,1816,-1411
3,kemon,12,4007,3356,3743,3547,3709,2458,2223,-939,-1266,818,1066
3,kemon,13,3992,3336,3771,3541,3717,2901,4606,-133,-1298,-922,1736
3,kemon,14,3996,3322,3723,3532,3703,2505,5151,-624,-1429,-619,1302
3,kemon,15,4003,3320,3719,3544,3705,20,7990,-979,-1215,-1166,471
3,kemon,16,3996,3303,3710,3549,3708,-2240,6802,464,1071,-632,-1765
3,kemon,17,3991,3309,3720,3547,3719,-2277,1753,168,2201,585,-2884
3,kemon,18,3997,3323,3731,3546,3709,-1150,-282,598,235,683,-1435
3,kemon,19,3995,3319,3727,3541,3705,2731,1795,-869,-774,1070,1355
4,achen,0,4095,3561,3847,3670,3657,3673,29,-1302,193,-27,144
4,achen,1,4095,3580,3867,3671,3669,3792,-285,-1291,-434,-126,-91
4,achen,2,4091,3563,3849,3667,3655,2482,-1274,-1359,-877,252,-177
4,achen,3,4088,3555,3836,3663,3655,3643,-438,-904,617,-286,-62
4,achen,4,4087,3547,3833,3660,3647,3984,-54,-1314,-155,560,-76
4,achen,5,4085,3549,3837,3656,3639,4827,1246,-2115,-530,145,-894
4,achen,6,4095,3549,3869,3659,3635,5211,2314,-2190,-1701,-572,-2619
4,achen,7,4095,3487,3813,3642,3623,3655,3219,-1177,-3448,-395,-3139
4,achen,8,4060,3517,3781,3591,3543,1936,2854,506,-4149,1592,-3080
4,achen,9,4086,3525,3771,3539,3423,1001,2497,1608,-4215,1904,-2438
4,achen,10,4047,3493,3769,3513,3405,916,-2840,5898,-1476,2079,-228
4,achen,11,4041,3487,3753,3493,3375,1092,7247,727,518,1562,2266
4,achen,12,4059,3497,3803,3575,3272,76,1436,3593,-1740,-399,-2806
4,achen,13,4057,3501,3804,3555,3291,258,-578,4228,1490,1158,2845
4,achen,14,4043,3501,3811,3591,3226,98,7155,-587,-721,-131,-1385
4,achen,15,4060,3491,3813,3544,3217,-935,-4289,7527,-394,346,182
4,achen,16,4045,3496,3797,3544,3193,141,7981,147,315,230,943
4,achen,17,4044,3496,3806,3529,3221,-890,-1418,6020,-2106,-274,-2555
4,achen,18,4043,3501,3811,3503,3212,-48,3011,3060,1322,665,2704
4,achen,19,4040,3507,3817,3504,3225,-121,4635,2028,-1357,-583,-2526
5,ami,0,4095,3647,3929,3611,3721,3523,369,-1295,-189,321,16
5,ami,1,4095,3655,3928,3613,3724,3889,659,-1150,-217,-40,-184
5,ami,2,4095,3653,3933,3613,3711,3466,-130,-1148,-1133,-444,-342
5,ami,3,4095,3653,3929,3613,3709,3553,87,-547,-1506,334,549
5,ami,4,4095,3695,3947,3623,3708,4001,1019,-1346,-1624,-196,535
5,ami,5,4095,3672,3941,3623,3705,4785,3165,-1419,-2662,520,-550
5,ami,6,4095,3751,4029,3631,3723,4493,4021,-1023,-2250,180,-2107
5,ami,7,4095,3803,4061,3597,3693,4365,4704,364,-467,-278,-3356
5,ami,8,4095,3788,4095,3517,3708,2497,3417,2142,339,1251,-3142
5,ami,9,4095,3793,4027,3476,3742,1978,3199,3332,1136,3133,-2174
5,ami,10,4095,3813,4068,3454,3800,1807,2320,2531,1155,4721,-1561
5,ami,11,4095,3815,4073,3436,3819,1986,2618,882,596,5357,-481
5,ami,12,4095,3830,4059,3436,3831,2323,2314,-696,-156,4530,59
5,ami,13,4095,3831,4053,3435,3811,2804,3725,-1704,126,2090,494
5,ami,14,4095,3830,4053,3437,3816,1257,3945,-597,73,372,13
5,ami,15,4095,3839,4063,3435,3833,1109,3718,-457,55,341,-49
